"numgainrex","codesolution","coderex","gainfinanciergainrex","codemonnaiegainrex","codeperiodeeconomie","energiegainrex","uniteenergiegainrex","codeperiodeenergie","gesgainrex","minigainrex","maxigainrex","moyengainrex","reelgainrex","trireelgainrex","trimingainrex","trimaxgainrex","codelicense"
"1273","136","1584","4443.0","3","3","65594.0","5","3","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","3"
"1500","136","131","2385.0","3","3","52998.0","5","3","33.0","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1503","136","129","7328.0","3","3","171000.0","5","3","152.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3391","136","1755","NULL","3","3","NULL","16","1","NULL","NULL","NULL","NULL","NULL","1.6","NULL","NULL","3"
"3415","136","147","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3640","136","542","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2603","137","595","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"397","139","122","240000.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","3"
"401","139","123","28800.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"766","139","104","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"850","139","487","4600.0","6","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1146","139","1565","20264.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.25","NULL","NULL","3"
"1204","139","1567","2493.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.1","NULL","NULL","3"
"2000","139","443","5000.0","9","3","7860.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2394","139","713","43000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2770","139","718","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3030","139","642","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3150","139","134","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"3404","139","1756","60000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.0","3"
"3418","139","148","245460.0","3","3","2434975.0","5","1","499.0","NULL","NULL","NULL","NULL","0.25","NULL","NULL","3"
"3594","139","138","1124130.0","3","3","2700.0","1","1","24349.0","NULL","NULL","NULL","NULL","0.125","NULL","NULL","3"
"3603","139","139","2750.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.33","NULL","NULL","3"
"3724","139","1576","20000.0","3","3","7000.0","31","1","NULL","NULL","NULL","NULL","NULL","3.2","NULL","NULL","3"
"1205","140","1568","142000.0","3","3","950.0","16","3","NULL","NULL","NULL","NULL","NULL","0.2","NULL","NULL","3"
"1231","140","1575","6906.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.0","NULL","NULL","3"
"1245","140","1578","45864.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.4","NULL","NULL","3"
"1260","140","1582","38495.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1280","140","1585","4115.0","3","3","255.2","5","3","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","3"
"1190","142","675","484875.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"569","144","369","NULL","1","1","128.0","12","3","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"717","144","436","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1862","144","1879","7000.0","3","3","103000.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1966","144","839","138764.0","3","3","318000.0","5","1","NULL","NULL","NULL","NULL","NULL","1.08","NULL","NULL","3"
"2318","144","1246","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"571","146","369","NULL","1","1","128.0","12","3","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"1727","146","670","250000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.0","NULL","NULL","3"
"2226","146","1226","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2266","146","1277","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2411","146","144","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2454","146","757","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2674","146","1766","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2700","146","1829","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"54","147","53","7000.0","5","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","6.4","NULL","NULL","3"
"532","147","357","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","11.0","NULL","NULL","3"
"553","147","54","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"724","147","154","NULL","2","3","NULL","1","1","NULL","NULL","NULL","NULL","0.33","6.0","NULL","NULL","3"
"802","147","468","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1912","147","1747","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2091","147","2055","4500.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2268","147","1277","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2321","147","1246","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2434","147","618","34110.0","3","3","1137008.0","5","1","NULL","NULL","NULL","NULL","NULL","7.9","NULL","NULL","3"
"2530","147","655","5644.0","2","3","27063.0","7","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2634","147","1748","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2643","147","1751","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2653","147","1757","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2657","147","1759","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2671","147","1762","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2684","147","1745","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2688","147","1805","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2717","147","1930","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3690","147","1358","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3983","147","1247","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"505","148","60","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"528","148","57","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"809","148","489","90000.0","6","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1162","148","40","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2412","148","144","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2725","148","1980","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3689","148","1358","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3873","148","538","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"998","149","432","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1012","149","52","4.0","14","3","NULL","1","1","NULL","NULL","NULL","NULL","0.069","2.0","NULL","NULL","3"
"1217","149","1571","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1320","149","1824","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1337","149","1861","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1365","149","1891","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1375","149","1932","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1386","149","1935","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3754","149","1819","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"527","150","53","85000.0","3","3","2100.0","12","3","NULL","NULL","NULL","NULL","0.3","NULL","NULL","NULL","3"
"1271","150","1583","13876.0","3","3","756.0","11","3","NULL","NULL","NULL","NULL","NULL","1.3","NULL","NULL","3"
"1299","150","1810","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1339","150","1875","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1372","150","1932","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2523","150","531","2900000.0","3","3","873080.0","5","1","NULL","NULL","NULL","NULL","0.19","0.75","NULL","NULL","3"
"2699","150","1829","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3688","150","1358","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3752","150","1819","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1160","151","40","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1216","151","1571","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1307","151","1811","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1315","151","1816","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1319","151","1824","34000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1325","151","1830","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1335","151","1861","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1363","151","1891","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1383","151","1935","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1408","151","156","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2667","151","1762","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2687","151","1805","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2715","151","1930","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3982","151","1247","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"55","154","53","85000.0","5","3","2100.0","12","3","NULL","NULL","NULL","NULL","0.3","2.5","NULL","NULL","3"
"518","154","351","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.2","2.0","NULL","NULL","3"
"530","154","357","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","11.0","NULL","NULL","3"
"539","154","360","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.05","NULL","NULL","NULL","3"
"549","154","62","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"552","154","54","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"598","154","383","12563.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.9","NULL","NULL","3"
"723","154","154","7000.0","2","3","96.0","1","1","NULL","NULL","NULL","NULL","0.33","6.0","NULL","NULL","3"
"795","154","482","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"799","154","468","80000.0","6","3","NULL","1","1","566.0","NULL","NULL","NULL","NULL","3.7","NULL","NULL","3"
"821","154","151","3600.0","6","3","NULL","1","1","35.0","NULL","NULL","NULL","NULL","3.0","NULL","NULL","3"
"835","154","479","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"885","154","509","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"909","154","484","30000.0","6","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1133","154","1564","29000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1196","154","1301","120000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"1300","154","1810","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1336","154","1861","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1343","154","1880","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1359","154","1886","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1362","154","1891","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1407","154","156","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1482","154","98","43137.0","3","3","500.0","33","3","102.0","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"2038","154","2050","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2061","154","2052","24200.0","2","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2602","154","706","7300.0","3","3","85882.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2605","154","708","43200.0","3","1","1080000.0","5","1","NULL","NULL","NULL","NULL","NULL","1.13","NULL","NULL","3"
"2606","154","708","27672.0","3","1","691800.0","5","1","NULL","NULL","NULL","NULL","NULL","1.33","NULL","NULL","3"
"2610","154","739","8400000.0","7","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.2","NULL","NULL","3"
"2617","154","759","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2624","154","1479","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2632","154","1748","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2639","154","1751","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2682","154","1745","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2704","154","1862","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2712","154","1866","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2714","154","1930","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2735","154","1984","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2779","154","718","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3520","154","620","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3937","154","696","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3980","154","1247","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1159","156","40","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3395","156","1755","4180.0","3","3","114200.0","5","1","NULL","NULL","NULL","NULL","NULL","1.6","NULL","NULL","3"
"1876","158","716","NULL","1","1","133025.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"715","161","359","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","0.5","NULL","NULL","NULL","3"
"786","161","484","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"828","161","477","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2174","161","2072","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2271","161","1277","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2453","161","757","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2528","161","655","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2608","161","708","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3152","161","134","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3745","161","1819","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"119","162","57","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","0.6","NULL","NULL","3"
"2217","162","1226","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"726","163","154","NULL","2","3","NULL","1","1","NULL","NULL","NULL","NULL","0.33","6.0","NULL","NULL","3"
"801","163","468","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2521","163","552","265893.0","3","3","54264.0","5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2638","163","1748","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"3664","163","547","123000.0","7","3","35000.0","5","1","NULL","NULL","NULL","NULL","NULL","2.0","NULL","NULL","3"
"11","170","33","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1207","170","1569","25000.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1347","170","1880","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"842","171","485","4800.0","6","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"1144","171","1565","1219.0","3","3","78.0","11","3","NULL","NULL","NULL","NULL","NULL","0.5","NULL","NULL","3"
"1263","171","1582","86.0","3","3","4.2","11","3","NULL","NULL","NULL","NULL","NULL","4.0","NULL","NULL","3"
"1281","171","1585","3128.0","3","3","61683.0","5","3","NULL","NULL","NULL","NULL","NULL","0.7","NULL","NULL","3"
"1387","171","1935","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"794","174","482","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"2751","176","692","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"17","182","13","8000.0","2","3","250.0","12","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"349","182","111","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"385","182","118","NULL","1","1","NULL","1","1","NULL","NULL","0.85","NULL","NULL","NULL","NULL","NULL","3"
"398","182","122","6000.0","3","3","63360.0","9","3","137.0","NULL","NULL","NULL","NULL","0.3","NULL","NULL","3"
"610","182","67","18000.0","2","3","550.0","12","3","35.2","NULL","NULL","NULL","0.21","1.5","NULL","NULL","3"
"728","182","97","14516.0","3","3","105600.0","5","3","94.0","NULL","NULL","NULL","0.2","0.3","NULL","NULL","3"
"734","182","99","NULL","1","1","NULL","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"763","182","104","85165.0","3","3","2333307.0","9","3","5.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3"
"839","182","480","2430.0","6","3","243400.0","5","3","12.0","NULL","NULL","NULL","NULL","1.9","NULL","NULL","3"
"970","182","108","2791.0","3","3","NULL","1","1","NULL","NULL","NULL","NULL","NULL","1.0","NULL","NULL","3"
